Region/Country/Area,,Year,Series,Value,Footnotes,Source
616,Poland,2005,Pupil-teacher ratio in tertiary education,22.2619,,United Nations Educational
616,Poland,2010,Teachers at primary level (thousands),239.888,Estimate.,United Nations Educational
616,Poland,2010,Pupil-teacher ratio in primary education,9.3166,,United Nations Educational
616,Poland,2010,Teachers at secondary level (thousands),273.368,,United Nations Educational
616,Poland,2010,Pupil-teacher ratio in secondary education,10.3949,,United Nations Educational
616,Poland,2010,Teachers at tertiary level (thousands),102.595,,United Nations Educational
616,Poland,2010,Pupil-teacher ratio in tertiary education,20.9433,,United Nations Educational
616,Poland,2014,Teachers at primary level (thousands),211.201,Estimate.,United Nations Educational
616,Poland,2014,Pupil-teacher ratio in primary education,10.1925,,United Nations Educational
616,Poland,2014,Teachers at secondary level (thousands),279.213,,United Nations Educational
616,Poland,2014,Pupil-teacher ratio in secondary education,9.4598,,United Nations Educational
616,Poland,2014,Teachers at tertiary level (thousands),99.918,,United Nations Educational
616,Poland,2014,Pupil-teacher ratio in tertiary education,17.6411,,United Nations Educational
616,Poland,2015,Teachers at primary level (thousands),219.826,Estimate.,United Nations Educational
616,Poland,2015,Teachers at secondary level (thousands),273.481,,United Nations Educational
616,Poland,2015,Pupil-teacher ratio in secondary education,9.3184,,United Nations Educational
616,Poland,2015,Teachers at tertiary level (thousands),97.413,,United Nations Educational
616,Poland,2015,Pupil-teacher ratio in tertiary education,17.0953,,United Nations Educational
616,Poland,2017,Teachers at primary level (thousands),225.581,Estimate.,United Nations Educational
616,Poland,2017,Pupil-teacher ratio in primary education,10.1805,,United Nations Educational
616,Poland,2017,Teachers at secondary level (thousands),264.616,,United Nations Educational
616,Poland,2017,Pupil-teacher ratio in secondary education,9.0985,,United Nations Educational
620,Portugal,2005,Teachers at primary level (thousands),71.519,Estimate.,United Nations Educational
620,Portugal,2005,Pupil-teacher ratio in primary education,10.525,,United Nations Educational
620,Portugal,2005,Teachers at secondary level (thousands),93.803,,United Nations Educational
620,Portugal,2005,Pupil-teacher ratio in secondary education,7.1376,,United Nations Educational
620,Portugal,2005,Teachers at tertiary level (thousands),36.773,,United Nations Educational
620,Portugal,2005,Pupil-teacher ratio in tertiary education,10.3592,,United Nations Educational
620,Portugal,2010,Teachers at primary level (thousands),67.734,Estimate.,United Nations Educational
620,Portugal,2010,Pupil-teacher ratio in primary education,10.8294,,United Nations Educational
620,Portugal,2010,Teachers at secondary level (thousands),98.089,,United Nations Educational
620,Portugal,2010,Pupil-teacher ratio in secondary education,7.3473,,United Nations Educational
620,Portugal,2010,Teachers at tertiary level (thousands),36.215,,United Nations Educational
620,Portugal,2010,Pupil-teacher ratio in tertiary education,10.593,,United Nations Educational
620,Portugal,2015,Teachers at primary level (thousands),49.355,Estimate.,United Nations Educational
620,Portugal,2015,Pupil-teacher ratio in primary education,13.3062,,United Nations Educational
620,Portugal,2015,Teachers at secondary level (thousands),78.418,,United Nations Educational
620,Portugal,2015,Pupil-teacher ratio in secondary education,9.9287,,United Nations Educational
620,Portugal,2015,Teachers at tertiary level (thousands),32.346,,United Nations Educational
620,Portugal,2015,Pupil-teacher ratio in tertiary education,10.4343,,United Nations Educational
620,Portugal,2017,Teachers at primary level (thousands),50.982,Estimate.,United Nations Educational
620,Portugal,2017,Pupil-teacher ratio in primary education,12.3535,,United Nations Educational
620,Portugal,2017,Teachers at secondary level (thousands),80.914,,United Nations Educational
620,Portugal,2017,Pupil-teacher ratio in secondary education,9.516,,United Nations Educational
620,Portugal,2017,Teachers at tertiary level (thousands),33.16,,United Nations Educational
620,Portugal,2017,Pupil-teacher ratio in tertiary education,10.4633,,United Nations Educational
630,Puerto Rico,2010,Teachers at primary level (thousands),25.708,Estimate.,United Nations Educational
630,Puerto Rico,2010,Pupil-teacher ratio in primary education,11.6596,,United Nations Educational
630,Puerto Rico,2010,Teachers at secondary level (thousands),26.161,,United Nations Educational
630,Puerto Rico,2010,Pupil-teacher ratio in secondary education,11.1231,,United Nations Educational
630,Puerto Rico,2010,Teachers at tertiary level (thousands),16.19,,United Nations Educational
630,Puerto Rico,2010,Pupil-teacher ratio in tertiary education,15.4028,,United Nations Educational
630,Puerto Rico,2015,Teachers at primary level (thousands),18.028,Estimate.,United Nations Educational
630,Puerto Rico,2015,Pupil-teacher ratio in primary education,13.8994,,United Nations Educational
630,Puerto Rico,2015,Teachers at secondary level (thousands),14.749,,United Nations Educational
630,Puerto Rico,2015,Pupil-teacher ratio in secondary education,18.9141,,United Nations Educational
630,Puerto Rico,2015,Teachers at tertiary level (thousands),16.235,,United Nations Educational
630,Puerto Rico,2015,Pupil-teacher ratio in tertiary education,14.837,,United Nations Educational
630,Puerto Rico,2016,Teachers at primary level (thousands),16.81,Estimate.,United Nations Educational
630,Puerto Rico,2016,Pupil-teacher ratio in primary education,13.5365,,United Nations Educational
630,Puerto Rico,2016,Teachers at secondary level (thousands),13.753,,United Nations Educational
630,Puerto Rico,2016,Pupil-teacher ratio in secondary education,17.16,,United Nations Educational
630,Puerto Rico,2016,Teachers at tertiary level (thousands),17.2,,United Nations Educational
630,Puerto Rico,2016,Pupil-teacher ratio in tertiary education,13.5506,,United Nations Educational
634,Qatar,2005,Teachers at primary level (thousands),6.298,Estimate.,United Nations Educational
634,Qatar,2005,Pupil-teacher ratio in primary education,11.1132,,United Nations Educational
634,Qatar,2005,Teachers at secondary level (thousands),4.814,,United Nations Educational
634,Qatar,2005,Pupil-teacher ratio in secondary education,11.5715,,United Nations Educational
634,Qatar,2005,Teachers at tertiary level (thousands),0.664,,United Nations Educational
634,Qatar,2005,Pupil-teacher ratio in tertiary education,14.6069,Estimate.,United Nations Educational
634,Qatar,2010,Teachers at primary level (thousands),7.374,Estimate.,United Nations Educational
634,Qatar,2010,Pupil-teacher ratio in primary education,12.0319,,United Nations Educational
634,Qatar,2010,Teachers at secondary level (thousands),6.938,,United Nations Educational
634,Qatar,2010,Pupil-teacher ratio in secondary education,9.9343,,United Nations Educational
634,Qatar,2010,Teachers at tertiary level (thousands),1.602,,United Nations Educational
634,Qatar,2010,Pupil-teacher ratio in tertiary education,8.643,,United Nations Educational
634,Qatar,2015,Teachers at primary level (thousands),11.221,Estimate.,United Nations Educational
634,Qatar,2015,Pupil-teacher ratio in primary education,11.6268,,United Nations Educational
634,Qatar,2015,Teachers at secondary level (thousands),8.941,,United Nations Educational
634,Qatar,2015,Pupil-teacher ratio in secondary education,10.6886,,United Nations Educational
634,Qatar,2015,Teachers at tertiary level (thousands),2.153,,United Nations Educational
634,Qatar,2015,Pupil-teacher ratio in tertiary education,12.9429,,United Nations Educational
634,Qatar,2018,Teachers at primary level (thousands),12.649,Estimate.,United Nations Educational
634,Qatar,2018,Pupil-teacher ratio in primary education,12.1676,,United Nations Educational
634,Qatar,2018,Teachers at secondary level (thousands),9.738,,United Nations Educational
634,Qatar,2018,Pupil-teacher ratio in secondary education,11.043,,United Nations Educational
634,Qatar,2018,Teachers at tertiary level (thousands),2.399,,United Nations Educational
634,Qatar,2018,Pupil-teacher ratio in tertiary education,14.0342,,United Nations Educational
410,Republic of Korea,2005,Teachers at primary level (thousands),144.338,Estimate.,United Nations Educational
410,Republic of Korea,2005,Pupil-teacher ratio in primary education,27.9316,,United Nations Educational
410,Republic of Korea,2005,Teachers at secondary level (thousands),209.676,,United Nations Educational
410,Republic of Korea,2005,Pupil-teacher ratio in secondary education,18.104,,United Nations Educational
410,Republic of Korea,2005,Teachers at tertiary level (thousands),190.556,,United Nations Educational
410,Republic of Korea,2005,Pupil-teacher ratio in tertiary education,16.8464,,United Nations Educational
410,Republic of Korea,2010,Teachers at primary level (thousands),158.056,Estimate.,United Nations Educational
410,Republic of Korea,2010,Pupil-teacher ratio in primary education,20.918,,United Nations Educational
410,Republic of Korea,2010,Teachers at secondary level (thousands),224.503,,United Nations Educational
410,Republic of Korea,2010,Pupil-teacher ratio in secondary education,17.6365,,United Nations Educational
410,Republic of Korea,2010,Teachers at tertiary level (thousands),222.525,,United Nations Educational
410,Republic of Korea,2010,Pupil-teacher ratio in tertiary education,14.6928,,United Nations Educational
410,Republic of Korea,2015,Teachers at primary level (thousands),164.415,Estimate.,United Nations Educational
410,Republic of Korea,2015,Pupil-teacher ratio in primary education,16.5542,,United Nations Educational
410,Republic of Korea,2015,Teachers at secondary level (thousands),235.768,,United Nations Educational
410,Republic of Korea,2015,Pupil-teacher ratio in secondary education,14.4072,,United Nations Educational
410,Republic of Korea,2015,Teachers at tertiary level (thousands),225.09,,United Nations Educational
410,Republic of Korea,2015,Pupil-teacher ratio in tertiary education,14.5191,,United Nations Educational
410,Republic of Korea,2017,Teachers at primary level (thousands),164.663,Estimate.,United Nations Educational
410,Republic of Korea,2017,Pupil-teacher ratio in primary education,16.2867,,United Nations Educational
410,Republic of Korea,2017,Teachers at secondary level (thousands),231.582,,United Nations Educational
410,Republic of Korea,2017,Pupil-teacher ratio in secondary education,13.2654,,United Nations Educational
410,Republic of Korea,2017,Teachers at tertiary level (thousands),219.598,,United Nations Educational
410,Republic of Korea,2017,Pupil-teacher ratio in tertiary education,14.2824,,United Nations Educational
498,Republic of Moldova,2005,Teachers at primary level (thousands),10.259,Estimate.,United Nations Educational
498,Republic of Moldova,2005,Pupil-teacher ratio in primary education,17.951,,United Nations Educational
498,Republic of Moldova,2005,Teachers at secondary level (thousands),30.92,,United Nations Educational
498,Republic of Moldova,2005,Pupil-teacher ratio in secondary education,12.7577,,United Nations Educational
498,Republic of Moldova,2005,Teachers at tertiary level (thousands),7.807,,United Nations Educational
498,Republic of Moldova,2005,Pupil-teacher ratio in tertiary education,16.6966,,United Nations Educational
498,Republic of Moldova,2010,Teachers at primary level (thousands),9.16,Estimate.,United Nations Educational
498,Republic of Moldova,2010,Pupil-teacher ratio in primary education,15.4145,,United Nations Educational
498,Republic of Moldova,2010,Teachers at secondary level (thousands),29.299,,United Nations Educational
498,Republic of Moldova,2010,Pupil-teacher ratio in secondary education,10.4993,,United Nations Educational
498,Republic of Moldova,2010,Teachers at tertiary level (thousands),7.735,,United Nations Educational
498,Republic of Moldova,2010,Pupil-teacher ratio in tertiary education,16.8284,,United Nations Educational
498,Republic of Moldova,2015,Teachers at primary level (thousands),7.936,Estimate.,United Nations Educational
498,Republic of Moldova,2015,Pupil-teacher ratio in primary education,17.4567,,United Nations Educational
498,Republic of Moldova,2015,Teachers at secondary level (thousands),24.968,,United Nations Educational
498,Republic of Moldova,2015,Pupil-teacher ratio in secondary education,9.3424,,United Nations Educational
498,Republic of Moldova,2015,Teachers at tertiary level (thousands),6.626,,United Nations Educational
498,Republic of Moldova,2015,Pupil-teacher ratio in tertiary education,16.51,,United Nations Educational
498,Republic of Moldova,2018,Teachers at primary level (thousands),7.819,Estimate.,United Nations Educational
498,Republic of Moldova,2018,Pupil-teacher ratio in primary education,17.9231,,United Nations Educational
498,Republic of Moldova,2018,Teachers at secondary level (thousands),22.942,,United Nations Educational
498,Republic of Moldova,2018,Pupil-teacher ratio in secondary education,9.8632,,United Nations Educational
498,Republic of Moldova,2018,Teachers at tertiary level (thousands),6.306,,United Nations Educational
498,Republic of Moldova,2018,Pupil-teacher ratio in tertiary education,13.8403,,United Nations Educational
642,Romania,2005,Teachers at primary level (thousands),57.099,Estimate.,United Nations Educational
642,Romania,2005,Pupil-teacher ratio in primary education,16.9932,,United Nations Educational
642,Romania,2005,Teachers at secondary level (thousands),161.551,,United Nations Educational
642,Romania,2005,Pupil-teacher ratio in secondary education,12.9349,,United Nations Educational
642,Romania,2005,Teachers at tertiary level (thousands),30.857,,United Nations Educational
642,Romania,2005,Pupil-teacher ratio in tertiary education,23.9429,,United Nations Educational
642,Romania,2010,Teachers at primary level (thousands),52.272,Estimate.,United Nations Educational
642,Romania,2010,Pupil-teacher ratio in primary education,16.1126,,United Nations Educational
642,Romania,2010,Teachers at secondary level (thousands),146.017,,United Nations Educational
642,Romania,2010,Pupil-teacher ratio in secondary education,12.4765,,United Nations Educational
642,Romania,2010,Teachers at tertiary level (thousands),31.103,,United Nations Educational
642,Romania,2010,Pupil-teacher ratio in tertiary education,32.1359,,United Nations Educational
642,Romania,2015,Teachers at primary level (thousands),50.098,Estimate.,United Nations Educational
642,Romania,2015,Pupil-teacher ratio in primary education,18.907,,United Nations Educational
642,Romania,2015,Teachers at secondary level (thousands),129.21,,United Nations Educational
642,Romania,2015,Pupil-teacher ratio in secondary education,12.0963,,United Nations Educational
642,Romania,2015,Teachers at tertiary level (thousands),27.772,,United Nations Educational
642,Romania,2015,Pupil-teacher ratio in tertiary education,19.5036,,United Nations Educational
642,Romania,2017,Teachers at primary level (thousands),48.009,Estimate.,United Nations Educational
642,Romania,2017,Pupil-teacher ratio in primary education,19.3348,,United Nations Educational
642,Romania,2017,Teachers at secondary level (thousands),124.376,,United Nations Educational
642,Romania,2017,Pupil-teacher ratio in secondary education,12.0798,,United Nations Educational
642,Romania,2017,Teachers at tertiary level (thousands),26.618,,United Nations Educational
642,Romania,2017,Pupil-teacher ratio in tertiary education,19.9709,,United Nations Educational
643,Russian Federation,2005,Teachers at primary level (thousands),317.023,Estimate.,United Nations Educational
643,Russian Federation,2005,Pupil-teacher ratio in primary education,16.7452,Estimate.,United Nations Educational
643,Russian Federation,2005,Teachers at secondary level (thousands),1306.099,Estimate.,United Nations Educational
643,Russian Federation,2005,Pupil-teacher ratio in secondary education,9.5193,Estimate.,United Nations Educational
643,Russian Federation,2005,Teachers at tertiary level (thousands),624.916,,United Nations Educational
643,Russian Federation,2005,Pupil-teacher ratio in tertiary education,14.4071,,United Nations Educational
643,Russian Federation,2009,Teachers at primary level (thousands),277.657,Estimate.,United Nations Educational
643,Russian Federation,2009,Pupil-teacher ratio in primary education,18.063,,United Nations Educational
643,Russian Federation,2009,Teachers at secondary level (thousands),1135.634,,United Nations Educational
643,Russian Federation,2009,Pupil-teacher ratio in secondary education,8.4654,,United Nations Educational
643,Russian Federation,2009,Teachers at tertiary level (thousands),669.97,,United Nations Educational
643,Russian Federation,2009,Pupil-teacher ratio in tertiary education,13.9262,,United Nations Educational
643,Russian Federation,2012,Teachers at primary level (thousands),281.503,Estimate.,United Nations Educational
643,Russian Federation,2012,Pupil-teacher ratio in primary education,19.5906,,United Nations Educational
643,Russian Federation,2012,Teachers at secondary level (thousands),1045.81,,United Nations Educational
643,Russian Federation,2012,Pupil-teacher ratio in secondary education,8.7638,,United Nations Educational
643,Russian Federation,2012,Teachers at tertiary level (thousands),553.843,,United Nations Educational
643,Russian Federation,2012,Pupil-teacher ratio in tertiary education,14.414,,United Nations Educational
643,Russian Federation,2015,Teachers at primary level (thousands),296.994,Estimate.,United Nations Educational
643,Russian Federation,2015,Pupil-teacher ratio in primary education,20.1438,,United Nations Educational
643,Russian Federation,2015,Teachers at tertiary level (thousands),627.297,,United Nations Educational
643,Russian Federation,2015,Pupil-teacher ratio in tertiary education,10.5092,,United Nations Educational
643,Russian Federation,2017,Teachers at primary level (thousands),309.219,Estimate.,United Nations Educational
643,Russian Federation,2017,Pupil-teacher ratio in primary education,21.2588,,United Nations Educational
643,Russian Federation,2017,Teachers at tertiary level (thousands),597.067,,United Nations Educational
643,Russian Federation,2017,Pupil-teacher ratio in tertiary education,9.8593,,United Nations Educational
646,Rwanda,2005,Teachers at primary level (thousands),26.944,Estimate.,United Nations Educational
646,Rwanda,2005,Pupil-teacher ratio in primary education,68.9519,,United Nations Educational
646,Rwanda,2005,Teachers at secondary level (thousands),7.61,,United Nations Educational
646,Rwanda,2005,Pupil-teacher ratio in secondary education,28.7145,,United Nations Educational
646,Rwanda,2005,Teachers at tertiary level (thousands),1.817,Estimate.,United Nations Educational
646,Rwanda,2005,Pupil-teacher ratio in tertiary education,15.2928,Estimate.,United Nations Educational
646,Rwanda,2009,Teachers at primary level (thousands),33.158,Estimate.,United Nations Educational
646,Rwanda,2009,Pupil-teacher ratio in primary education,68.2994,,United Nations Educational
646,Rwanda,2009,Teachers at secondary level (thousands),15.329,,United Nations Educational
646,Rwanda,2009,Pupil-teacher ratio in secondary education,22.6054,,United Nations Educational
646,Rwanda,2009,Teachers at tertiary level (thousands),2.96,,United Nations Educational
646,Rwanda,2009,Pupil-teacher ratio in tertiary education,18.653,,United Nations Educational
646,Rwanda,2010,Teachers at primary level (thousands),35.583,Estimate.,United Nations Educational
646,Rwanda,2010,Pupil-teacher ratio in primary education,64.6187,,United Nations Educational
646,Rwanda,2010,Teachers at tertiary level (thousands),2.829,,United Nations Educational
646,Rwanda,2010,Pupil-teacher ratio in tertiary education,22.1753,,United Nations Educational
646,Rwanda,2015,Teachers at primary level (thousands),42.005,Estimate.,United Nations Educational
646,Rwanda,2015,Pupil-teacher ratio in primary education,58.3432,,United Nations Educational
646,Rwanda,2015,Teachers at secondary level (thousands),29.558,,United Nations Educational
646,Rwanda,2015,Pupil-teacher ratio in secondary education,19.211,,United Nations Educational
646,Rwanda,2015,Teachers at tertiary level (thousands),3.364,,United Nations Educational
646,Rwanda,2015,Pupil-teacher ratio in tertiary education,23.8808,,United Nations Educational
646,Rwanda,2018,Teachers at primary level (thousands),42.073,Estimate.,United Nations Educational
646,Rwanda,2018,Pupil-teacher ratio in primary education,59.5086,,United Nations Educational
646,Rwanda,2018,Teachers at secondary level (thousands),23.304,,United Nations Educational
646,Rwanda,2018,Pupil-teacher ratio in secondary education,28.2477,,United Nations Educational
646,Rwanda,2018,Teachers at tertiary level (thousands),3.06,,United Nations Educational
646,Rwanda,2018,Pupil-teacher ratio in tertiary education,24.7428,,United Nations Educational
659,Saint Kitts and Nevis,2005,Teachers at primary level (thousands),0.36,Estimate.,United Nations Educational
659,Saint Kitts and Nevis,2005,Pupil-teacher ratio in primary education,17.6389,,United Nations Educational
659,Saint Kitts and Nevis,2005,Teachers at secondary level (thousands),0.397,Estimate.,United Nations Educational
659,Saint Kitts and Nevis,2005,Pupil-teacher ratio in secondary education,9.9219,Estimate.,United Nations Educational
659,Saint Kitts and Nevis,2010,Teachers at primary level (thousands),0.443,Estimate.,United Nations Educational
659,Saint Kitts and Nevis,2010,Pupil-teacher ratio in primary education,14.1196,,United Nations Educational
659,Saint Kitts and Nevis,2010,Teachers at secondary level (thousands),0.465,,United Nations Educational
659,Saint Kitts and Nevis,2010,Pupil-teacher ratio in secondary education,9.2667,Estimate.,United Nations Educational
659,Saint Kitts and Nevis,2015,Teachers at primary level (thousands),0.362,Estimate.,United Nations Educational
659,Saint Kitts and Nevis,2015,Pupil-teacher ratio in primary education,15.0995,,United Nations Educational
659,Saint Kitts and Nevis,2015,Teachers at secondary level (thousands),0.519,,United Nations Educational
659,Saint Kitts and Nevis,2015,Pupil-teacher ratio in secondary education,8.3199,,United Nations Educational
659,Saint Kitts and Nevis,2015,Teachers at tertiary level (thousands),0.459,,United Nations Educational
659,Saint Kitts and Nevis,2015,Pupil-teacher ratio in tertiary education,7.6427,,United Nations Educational
659,Saint Kitts and Nevis,2016,Teachers at primary level (thousands),0.393,Estimate.,United Nations Educational
659,Saint Kitts and Nevis,2016,Pupil-teacher ratio in primary education,13.8728,,United Nations Educational
659,Saint Kitts and Nevis,2016,Teachers at secondary level (thousands),0.527,,United Nations Educational
659,Saint Kitts and Nevis,2016,Pupil-teacher ratio in secondary education,7.9222,,United Nations Educational
662,Saint Lucia,2005,Teachers at primary level (thousands),1.073,Estimate.,United Nations Educational
662,Saint Lucia,2005,Pupil-teacher ratio in primary education,21.9693,,United Nations Educational
662,Saint Lucia,2005,Teachers at secondary level (thousands),0.803,,United Nations Educational
662,Saint Lucia,2005,Pupil-teacher ratio in secondary education,16.9328,,United Nations Educational
662,Saint Lucia,2005,Teachers at tertiary level (thousands),0.174,,United Nations Educational
662,Saint Lucia,2005,Pupil-teacher ratio in tertiary education,12.6264,,United Nations Educational
662,Saint Lucia,2010,Teachers at primary level (thousands),1.051,Estimate.,United Nations Educational
662,Saint Lucia,2010,Pupil-teacher ratio in primary education,18.5376,,United Nations Educational
662,Saint Lucia,2010,Teachers at secondary level (thousands),1.02,Estimate.,United Nations Educational
662,Saint Lucia,2010,Pupil-teacher ratio in secondary education,15.7029,Estimate.,United Nations Educational
662,Saint Lucia,2010,Teachers at tertiary level (thousands),0.213,,United Nations Educational
662,Saint Lucia,2010,Pupil-teacher ratio in tertiary education,9.2629,,United Nations Educational
662,Saint Lucia,2015,Teachers at primary level (thousands),1.088,Estimate.,United Nations Educational
662,Saint Lucia,2015,Pupil-teacher ratio in primary education,15.4614,,United Nations Educational
662,Saint Lucia,2015,Teachers at secondary level (thousands),1.126,,United Nations Educational
662,Saint Lucia,2015,Pupil-teacher ratio in secondary education,11.7362,,United Nations Educational
662,Saint Lucia,2015,Teachers at tertiary level (thousands),0.274,,United Nations Educational
662,Saint Lucia,2015,Pupil-teacher ratio in tertiary education,10.1752,,United Nations Educational
662,Saint Lucia,2018,Teachers at primary level (thousands),1.077,Estimate.,United Nations Educational
662,Saint Lucia,2018,Pupil-teacher ratio in primary education,14.7391,,United Nations Educational
662,Saint Lucia,2018,Teachers at secondary level (thousands),1.058,,United Nations Educational
662,Saint Lucia,2018,Pupil-teacher ratio in secondary education,11.1456,,United Nations Educational
662,Saint Lucia,2018,Teachers at tertiary level (thousands),0.29,,United Nations Educational
662,Saint Lucia,2018,Pupil-teacher ratio in tertiary education,7.7138,,United Nations Educational
670,Saint Vincent & Grenadines,2004,Teachers at primary level (thousands),1.018,Estimate.,United Nations Educational
670,Saint Vincent & Grenadines,2004,Pupil-teacher ratio in primary education,17.2259,Estimate.,United Nations Educational
670,Saint Vincent & Grenadines,2004,Teachers at secondary level (thousands),0.575,Estimate.,United Nations Educational
670,Saint Vincent & Grenadines,2004,Pupil-teacher ratio in secondary education,18.0835,Estimate.,United Nations Educational
670,Saint Vincent & Grenadines,2010,Teachers at primary level (thousands),0.887,Estimate.,United Nations Educational
670,Saint Vincent & Grenadines,2010,Pupil-teacher ratio in primary education,16.274,,United Nations Educational
670,Saint Vincent & Grenadines,2010,Teachers at secondary level (thousands),0.68,,United Nations Educational
670,Saint Vincent & Grenadines,2010,Pupil-teacher ratio in secondary education,16.8029,,United Nations Educational
670,Saint Vincent & Grenadines,2015,Teachers at primary level (thousands),0.897,Estimate.,United Nations Educational
670,Saint Vincent & Grenadines,2015,Pupil-teacher ratio in primary education,14.8963,,United Nations Educational
670,Saint Vincent & Grenadines,2015,Teachers at secondary level (thousands),0.685,,United Nations Educational
670,Saint Vincent & Grenadines,2015,Pupil-teacher ratio in secondary education,15.0161,,United Nations Educational
670,Saint Vincent & Grenadines,2018,Teachers at primary level (thousands),0.917,Estimate.,United Nations Educational
670,Saint Vincent & Grenadines,2018,Pupil-teacher ratio in primary education,14.3926,,United Nations Educational
670,Saint Vincent & Grenadines,2018,Teachers at secondary level (thousands),0.707,,United Nations Educational
670,Saint Vincent & Grenadines,2018,Pupil-teacher ratio in secondary education,13.8727,,United Nations Educational
882,Samoa,2000,Teachers at primary level (thousands),1.167,Estimate.,United Nations Educational
882,Samoa,2000,Pupil-teacher ratio in primary education,24.0154,,United Nations Educational
882,Samoa,2000,Teachers at secondary level (thousands),1.024,,United Nations Educational
882,Samoa,2000,Pupil-teacher ratio in secondary education,21.1729,,United Nations Educational
882,Samoa,2000,Teachers at tertiary level (thousands),0.151,,United Nations Educational
882,Samoa,2000,Pupil-teacher ratio in tertiary education,7.8278,,United Nations Educational
882,Samoa,2002,Teachers at primary level (thousands),1.121,Estimate.,United Nations Educational
882,Samoa,2002,Pupil-teacher ratio in primary education,27.2346,,United Nations Educational
882,Samoa,2002,Teachers at secondary level (thousands),1.074,,United Nations Educational
882,Samoa,2002,Pupil-teacher ratio in secondary education,21.0196,,United Nations Educational
882,Samoa,2010,Teachers at primary level (thousands),1.021,Estimate.,United Nations Educational
882,Samoa,2010,Pupil-teacher ratio in primary education,30.236,,United Nations Educational
882,Samoa,2010,Teachers at secondary level (thousands),1.211,,United Nations Educational
882,Samoa,2010,Pupil-teacher ratio in secondary education,21.4682,,United Nations Educational
674,San Marino,2004,Teachers at primary level (thousands),0.228,Estimate.,United Nations Educational
674,San Marino,2004,Pupil-teacher ratio in primary education,6.3377,,United Nations Educational
674,San Marino,2010,Teachers at primary level (thousands),0.244,Estimate.,United Nations Educational
674,San Marino,2010,Pupil-teacher ratio in primary education,6.4631,,United Nations Educational
674,San Marino,2010,Teachers at secondary level (thousands),0.161,,United Nations Educational
674,San Marino,2010,Pupil-teacher ratio in secondary education,14.4969,,United Nations Educational
674,San Marino,2012,Teachers at primary level (thousands),0.251,Estimate.,United Nations Educational
674,San Marino,2012,Pupil-teacher ratio in primary education,6.2709,,United Nations Educational
674,San Marino,2018,Teachers at primary level (thousands),0.245,Estimate.,United Nations Educational
674,San Marino,2018,Pupil-teacher ratio in primary education,6.9306,,United Nations Educational
674,San Marino,2018,Teachers at secondary level (thousands),0.283,,United Nations Educational
674,San Marino,2018,Pupil-teacher ratio in secondary education,5.841,,United Nations Educational
674,San Marino,2018,Teachers at tertiary level (thousands),0.145,,United Nations Educational
674,San Marino,2018,Pupil-teacher ratio in tertiary education,5.0966,,United Nations Educational
678,Sao Tome and Principe,2005,Teachers at primary level (thousands),0.99,Estimate.,United Nations Educational
678,Sao Tome and Principe,2005,Pupil-teacher ratio in primary education,30.7758,,United Nations Educational
678,Sao Tome and Principe,2005,Teachers at secondary level (thousands),0.373,Estimate.,United Nations Educational
678,Sao Tome and Principe,2005,Pupil-teacher ratio in secondary education,21.6917,Estimate.,United Nations Educational
678,Sao Tome and Principe,2009,Teachers at primary level (thousands),1.291,Estimate.,United Nations Educational
678,Sao Tome and Principe,2009,Pupil-teacher ratio in primary education,26.1727,,United Nations Educational
678,Sao Tome and Principe,2010,Teachers at tertiary level (thousands),0.095,,United Nations Educational
678,Sao Tome and Principe,2010,Pupil-teacher ratio in tertiary education,8.0632,,United Nations Educational
678,Sao Tome and Principe,2015,Teachers at primary level (thousands),0.917,Estimate.,United Nations Educational
678,Sao Tome and Principe,2015,Pupil-teacher ratio in primary education,38.7764,,United Nations Educational
678,Sao Tome and Principe,2015,Teachers at secondary level (thousands),1.066,,United Nations Educational
678,Sao Tome and Principe,2015,Pupil-teacher ratio in secondary education,20.7533,,United Nations Educational
678,Sao Tome and Principe,2015,Teachers at tertiary level (thousands),0.291,,United Nations Educational
678,Sao Tome and Principe,2015,Pupil-teacher ratio in tertiary education,8.0275,,United Nations Educational
678,Sao Tome and Principe,2016,Teachers at primary level (thousands),1.132,Estimate.,United Nations Educational
678,Sao Tome and Principe,2016,Pupil-teacher ratio in primary education,32.1502,,United Nations Educational
678,Sao Tome and Principe,2016,Teachers at secondary level (thousands),0.936,,United Nations Educational
678,Sao Tome and Principe,2016,Pupil-teacher ratio in secondary education,24.8205,,United Nations Educational
678,Sao Tome and Principe,2017,Teachers at primary level (thousands),1.193,Estimate.,United Nations Educational
678,Sao Tome and Principe,2017,Pupil-teacher ratio in primary education,31.1584,,United Nations Educational
682,Saudi Arabia,2005,Teachers at primary level (thousands),273.288,Estimate.,United Nations Educational
682,Saudi Arabia,2005,Pupil-teacher ratio in primary education,11.3346,Estimate.,United Nations Educational
682,Saudi Arabia,2005,Teachers at secondary level (thousands),234.358,Estimate.,United Nations Educational
682,Saudi Arabia,2005,Pupil-teacher ratio in secondary education,11.135,Estimate.,United Nations Educational
682,Saudi Arabia,2005,Teachers at tertiary level (thousands),26.836,,United Nations Educational
682,Saudi Arabia,2005,Pupil-teacher ratio in tertiary education,22.4986,,United Nations Educational
682,Saudi Arabia,2009,Teachers at primary level (thousands),284.75,Estimate.,United Nations Educational
682,Saudi Arabia,2009,Pupil-teacher ratio in primary education,11.4319,Estimate.,United Nations Educational
682,Saudi Arabia,2009,Teachers at secondary level (thousands),264.141,Estimate.,United Nations Educational
